1.986498832702636719e-01,2.628159523010253906e-01,2.056589126586914062e-01,1.642632484436035156e-01,1.528131961822509766e-01,3.338851928710937500e-01,1.580278873443603516e-01,1.823611259460449219e-01,1.923027038574218750e-01,2.368838787078857422e-01
3.699021339416503906e-01,5.023558139801025391e-01,5.231831073760986328e-01,4.670629501342773438e-01,4.916689395904541016e-01,4.326148033142089844e-01,4.362120628356933594e-01,4.247982501983642578e-01,4.334089756011962891e-01,4.613568782806396484e-01
7.680740356445312500e-01,1.497769832611083984e+00,6.958777904510498047e-01,5.936400890350341797e-01,1.266541004180908203e+00,7.708721160888671875e-01,7.030308246612548828e-01,7.642009258270263672e-01,8.837330341339111328e-01,7.017989158630371094e-01
1.119620084762573242e+00,1.219831228256225586e+00,1.113665103912353516e+00,1.295516014099121094e+00,1.211049079895019531e+00,1.211951732635498047e+00,1.161808729171752930e+00,1.165393114089965820e+00,1.096147775650024414e+00,1.308494806289672852e+00
1.471020698547363281e+00,1.533277273178100586e+00,1.683622121810913086e+00,1.593305826187133789e+00,1.654206991195678711e+00,1.404639959335327148e+00,1.188382863998413086e+00,1.183608055114746094e+00,1.259829044342041016e+00,1.346264839172363281e+00
2.474369764328002930e+00,1.736613988876342773e+00,1.485854864120483398e+00,1.890652179718017578e+00,1.892333030700683594e+00,1.920459032058715820e+00,1.868355751037597656e+00,1.884295940399169922e+00,1.910256147384643555e+00,1.821096897125244141e+00
2.318259954452514648e+00,2.297359943389892578e+00,2.575558185577392578e+00,2.793083190917968750e+00,2.292681932449340820e+00,2.349927186965942383e+00,2.924799919128417969e+00,1.975707292556762695e+00,4.015408992767333984e+00,2.412323713302612305e+00
2.855937957763671875e+00,3.029821872711181641e+00,3.221951961517333984e+00,3.334949254989624023e+00,2.667840003967285156e+00,2.700066089630126953e+00,2.547819137573242188e+00,2.666150808334350586e+00,2.547064065933227539e+00,2.978038072586059570e+00
2.831320047378540039e+00,2.936854839324951172e+00,3.653550148010253906e+00,3.073208093643188477e+00,2.971866846084594727e+00,2.770643949508666992e+00,2.771406888961791992e+00,3.502557277679443359e+00,2.837266921997070312e+00,2.880867958068847656e+00
3.082712173461914062e+00,3.551637887954711914e+00,3.374665021896362305e+00,3.775151729583740234e+00,3.667287111282348633e+00,3.882873058319091797e+00,3.558954954147338867e+00,3.151535987854003906e+00,3.311991930007934570e+00,3.223138093948364258e+00
